"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1479,"KNSA","Kiniksa Pharmaceuticals, Ltd.","Healthcare","Biotechnology","Bermuda",827.20,,12.09,-0.74%,222506
1480,"KNTE","Kinnate Biopharma Inc.","Healthcare","Biotechnology","USA",377.48,,8.32,1.34%,85259
1481,"KNW","Know Labs, Inc.","Technology","Scientific & Technical Instruments","USA",73.18,,1.60,0.60%,63480
1482,"KOD","Kodiak Sciences Inc.","Healthcare","Biotechnology","USA",354.33,,6.93,0.73%,273739
1483,"KODK","Eastman Kodak Company","Industrials","Specialty Business Services","USA",413.00,110.61,5.42,5.04%,646413
1484,"KOP","Koppers Holdings Inc.","Basic Materials","Specialty Chemicals","USA",485.49,8.14,24.07,1.69%,73394
1485,"KORE","KORE Group Holdings, Inc.","Communication Services","Telecom Services","USA",193.78,,2.62,-2.96%,65313
1486,"KOSS","Koss Corporation","Technology","Consumer Electronics","USA",61.25,53.65,6.76,1.81%,86857
1487,"KPRX","Kiora Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",7.11,,6.77,1.04%,128953
1488,"KREF","KKR Real Estate Finance Trust Inc.","Real Estate","REIT - Mortgage","USA",1150.35,8.85,16.59,-1.89%,991831
1489,"KRMD","KORU Medical Systems, Inc.","Healthcare","Medical Instruments & Supplies","USA",107.66,,2.36,0.43%,12934
1490,"KRNL","Kernel Group Holdings, Inc.","Financial","Shell Companies","USA",380.24,18.11,9.98,0.00%,10768
1491,"KRNLU","Kernel Group Holdings, Inc.","Financial","Shell Companies","USA",380.18,13.58,9.97,0.00%,0
1492,"KRNT","Kornit Digital Ltd.","Industrials","Specialty Industrial Machinery","Israel",1343.13,,28.33,10.53%,294586
1493,"KRNY","Kearny Financial Corp.","Financial","Banks - Regional","USA",747.49,11.82,11.19,0.99%,261760
1494,"KRO","Kronos Worldwide, Inc.","Basic Materials","Specialty Chemicals","USA",1070.66,6.47,9.58,3.01%,190422
1495,"KRON","Kronos Bio, Inc.","Healthcare","Biotechnology","USA",156.70,,2.83,8.43%,290936
1496,"KRP","Kimbell Royalty Partners, LP","Energy","Oil & Gas E&P","USA",1244.75,20.00,18.92,-0.32%,197964
1497,"KRT","Karat Packaging Inc.","Consumer Cyclical","Packaging & Containers","USA",315.81,13.96,15.72,14.83%,60196
1498,"KSCP","Knightscope, Inc.","Industrials","Security & Protection Services","USA",69.96,,2.65,0.00%,72714
1499,"KSI","Kadem Sustainable Impact Corporation","Financial","Shell Companies","USA",216.51,34.26,9.90,0.20%,131401
1500,"KSM","DWS Strategic Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",85.26,9.51,7.61,0.40%,30625
1501,"KSPN","Kaspien Holdings Inc.","Technology","Software - Application","USA",4.32,,1.18,1.72%,849726
1502,"KTB","Kontoor Brands, Inc.","Consumer Cyclical","Apparel Manufacturing","USA",1975.86,8.56,36.87,4.33%,346417
1503,"KTCC","Key Tronic Corporation","Technology","Computer Hardware","USA",45.72,14.26,4.35,2.35%,8905
1504,"KTF","DWS Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",320.35,14.75,8.11,-0.49%,167574
1505,"KTTA","Pasithea Therapeutics Corp.","Healthcare","Biotechnology","USA",29.62,,1.09,2.35%,52132
1506,"KURA","Kura Oncology, Inc.","Healthcare","Biotechnology","USA",1059.92,,16.52,-2.07%,1011885
1507,"KVHI","KVH Industries, Inc.","Technology","Communication Equipment","USA",188.06,,9.94,3.01%,35904
1508,"KVSA","Khosla Ventures Acquisition Co.","Financial","Shell Companies","USA",451.16,,9.92,0.20%,402140
1509,"KVSC","Khosla Ventures Acquisition Co. III","Financial","Shell Companies","USA",672.44,22.53,9.91,0.25%,311975
1510,"KYMR","Kymera Therapeutics, Inc.","Healthcare","Biotechnology","USA",1304.82,,25.46,1.39%,535725
1511,"KZR","Kezar Life Sciences, Inc.","Healthcare","Biotechnology","USA",518.85,,7.62,2.01%,548768
1512,"LAKE","Lakeland Industries, Inc.","Consumer Cyclical","Apparel Manufacturing","USA",87.71,21.53,11.95,1.88%,54707
1513,"LAND","Gladstone Land Corporation","Real Estate","REIT - Industrial","USA",670.53,,20.13,2.81%,177974
1514,"LANDM","Gladstone Land Corporation","Real Estate","REIT - Specialty","USA",670.16,,23.85,0.72%,502
1515,"LANDO","Gladstone Land Corporation","Real Estate","REIT - Specialty","USA",645.64,,24.20,-2.62%,60638
1516,"LARK","Landmark Bancorp, Inc.","Financial","Banks - Regional","USA",129.48,9.42,26.00,1.59%,1706
1517,"LASE","Laser Photonics Corporation Common Stock","Industrials","Specialty Industrial Machinery","USA",23.07,27.70,2.77,-4.81%,559275
1518,"LASR","nLIGHT, Inc.","Technology","Semiconductors","USA",460.64,,10.37,4.54%,239385
1519,"LAW","CS Disco, Inc.","Technology","Software - Application","USA",639.94,,10.56,8.31%,468194
1520,"LAZY","Lazydays Holdings, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",134.08,2.02,12.38,4.47%,57233
1521,"LBAI","Lakeland Bancorp, Inc.","Financial","Banks - Regional","USA",1099.39,11.29,17.47,-0.34%,340250
1522,"LBC","Luther Burbank Corporation","Financial","Banks - Regional","USA",598.46,6.56,11.95,2.05%,13046
1523,"LBPH","Longboard Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",58.19,,3.10,0.65%,27450
1524,"LCA","Landcadia Holdings IV, Inc.","Financial","Shell Companies","USA",619.47,45.05,9.91,0.00%,297564
1525,"LCNB","LCNB Corp.","Financial","Banks - Regional","USA",187.81,10.16,17.39,2.29%,6180
1526,"LCUT","Lifetime Brands, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",170.76,19.95,7.92,5.46%,14858
1527,"LDHA","LDH Growth Corp I","Financial","Shell Companies","USA",286.06,36.18,9.95,0.00%,53600
1528,"LDHAU","LDH Growth Corp I","Financial","Shell Companies","USA",286.06,64.39,9.98,0.00%,0
1529,"LDI","loanDepot, Inc.","Financial","Mortgage Finance","USA",481.90,,1.57,4.67%,435933
1530,"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",540.58,,18.59,1.36%,81884
1531,"LE","Lands' End, Inc.","Consumer Cyclical","Specialty Retail","USA",324.03,35.00,10.29,8.20%,174283
1532,"LEDS","SemiLEDs Corporation","Technology","Semiconductors","Taiwan",11.77,,2.61,0.77%,9026
1533,"LEE","Lee Enterprises, Incorporated","Communication Services","Publishing","USA",112.64,11.27,18.90,-0.53%,9619
1534,"LEGA","Lead Edge Growth Opportunities, Ltd","Financial","Shell Companies","USA",316.69,22.49,9.97,-0.05%,12
1535,"LEGAU","Lead Edge Growth Opportunities, Ltd","Financial","Shell Companies","USA",315.57,31.32,9.93,0.00%,0
1536,"LEGH","Legacy Housing Corporation","Consumer Cyclical","Residential Construction","USA",416.48,6.86,17.26,3.23%,36927
1537,"LEJU","Leju Holdings Limited","Real Estate","Real Estate Services","China",21.13,,1.87,8.09%,45561
1538,"LEO","BNY Mellon Strategic Municipals, Inc.","Financial","Closed-End Fund - Debt","USA",373.43,,5.99,0.42%,100831
1539,"LEXX","Lexaria Bioscience Corp.","Healthcare","Biotechnology","Canada",12.30,,2.06,-0.48%,55420
1540,"LFAC","LF Capital Acquisition Corp. II","Financial","Shell Companies","USA",326.25,,10.11,0.00%,0
1541,"LFMD","LifeMD, Inc.","Healthcare","Pharmaceutical Retailers","USA",62.56,,2.02,-4.72%,65213
1542,"LFMDP","LifeMD, Inc.","Healthcare","Pharmaceutical Retailers","USA",69.54,,14.00,0.00%,1613
1543,"LFT","Lument Finance Trust, Inc.","Real Estate","REIT - Mortgage","USA",122.70,9.83,2.32,0.00%,57952
1544,"LFTR","Lefteris Acquisition Corp.","Financial","Shell Companies","USA",260.40,30.36,10.05,0.00%,0
1545,"LFTRU","Lefteris Acquisition Corp.","Financial","Shell Companies","USA",259.39,35.59,10.00,0.00%,0
1546,"LFVN","LifeVantage Corporation","Consumer Defensive","Household & Personal Products","USA",45.34,17.20,3.75,0.00%,42038
1547,"LGAC","Lazard Growth Acquisition Corp. I","Financial","Shell Companies","USA",715.95,53.89,9.97,0.00%,16724
1548,"LGACU","Lazard Growth Acquisition Corp. I","Financial","Shell Companies","USA",717.31,188.11,9.97,0.10%,719
1549,"LGHL","Lion Group Holding Ltd.","Financial","Capital Markets","Singapore",47.63,,1.01,1.00%,90591
1550,"LGI","Lazard Global Total Return and Income Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",186.30,3.97,14.32,2.43%,18054
1551,"LGL","The LGL Group, Inc.","Technology","Electronic Components","USA",27.29,2.12,5.12,1.59%,10727
1552,"LGO","Largo Inc.","Basic Materials","Other Industrial Metals & Mining","Canada",524.54,11.10,6.14,1.32%,31031
1553,"LGSTU","Semper Paratus Acquisition Corporation","Financial","Shell Companies","USA",488.44,,10.20,0.10%,6300
1554,"LGTO","Legato Merger Corp. II","Financial","Shell Companies","USA",357.62,,9.97,0.00%,0
1555,"LGVC","LAMF Global Ventures Corp. I","Financial","Shell Companies","USA",351.88,,10.10,0.00%,16
1556,"LGVN","Longeveron Inc.","Healthcare","Biotechnology","USA",68.99,,3.46,0.87%,38744
1557,"LHAA","Lerer Hippeau Acquisition Corp.","Financial","Shell Companies","USA",282.25,,9.90,0.00%,0
1558,"LHC","Leo Holdings Corp. II","Financial","Shell Companies","Bahamas",468.50,34.84,10.00,0.00%,21974
1559,"LHDX","Lucira Health, Inc.","Healthcare","Medical Devices","USA",46.51,,1.09,7.77%,31819
1560,"LIBY","Liberty Resources Acquisition Corp.","Financial","Shell Companies","USA",150.74,,10.09,0.00%,0
1561,"LIFE","aTyr Pharma, Inc.","Healthcare","Biotechnology","USA",70.96,,2.43,2.53%,24309
1562,"LINC","Lincoln Educational Services Corporation","Consumer Defensive","Education & Training Services","USA",134.86,6.41,5.39,-1.10%,121011
1563,"LIND","Lindblad Expeditions Holdings, Inc.","Consumer Cyclical","Travel Services","USA",398.73,,7.88,4.51%,197511
1564,"LINK","Interlink Electronics, Inc.","Technology","Electronic Components","USA",56.46,,8.56,0.06%,896
1565,"LITM","Snow Lake Resources Ltd.","Basic Materials","Other Industrial Metals & Mining","Canada",39.01,,2.59,13.10%,620722
1566,"LIVE","Live Ventures Incorporated","Consumer Cyclical","Specialty Retail","USA",76.84,2.34,24.55,-0.61%,3823
1567,"LJAQ","LightJump Acquisition Corporation","Financial","Shell Companies","USA",110.21,201.76,10.29,1.98%,101
1568,"LL","LL Flooring Holdings, Inc.","Consumer Cyclical","Home Improvement Retail","USA",225.53,8.84,7.75,5.59%,351315
1569,"LMACA","Liberty Media Acquisition Corporation","Financial","Shell Companies","USA",720.24,18.42,10.02,0.00%,380420
1570,"LMACU","Liberty Media Acquisition Corporation","Financial","Shell Companies","USA",720.91,40.08,10.02,-0.05%,241175
1571,"LMAO","LMF Acquisition Opportunities, Inc.","Financial","Shell Companies","USA",91.67,23.36,7.03,-4.09%,113500
1572,"LMB","Limbach Holdings, Inc.","Industrials","Engineering & Construction","USA",83.78,11.10,8.04,1.77%,17385
1573,"LMND","Lemonade, Inc.","Financial","Insurance - Property & Casualty","USA",1540.88,,23.22,5.07%,660584
1574,"LMNR","Limoneira Company","Consumer Defensive","Farm Products","USA",217.75,,12.50,-0.16%,21970
1575,"LNDC","Landec Corporation","Consumer Defensive","Packaged Foods","USA",250.92,,8.48,4.43%,56287
1576,"LNKB","LINKBANCORP, Inc.","Financial","Banks - Regional","USA",116.75,101.90,8.05,0.50%,1833
1577,"LNSR","LENSAR, Inc.","Healthcare","Medical Devices","USA",59.70,,5.60,-0.36%,602
1578,"LOAN","Manhattan Bridge Capital, Inc.","Real Estate","REIT - Mortgage","USA",61.38,12.59,5.54,2.40%,11288
1579,"LOB","Live Oak Bancshares, Inc.","Financial","Banks - Regional","USA",1313.15,6.85,29.77,2.48%,378562
1580,"LOCC","Live Oak Crestview Climate Acquisition Corp.","Financial","Shell Companies","USA",244.57,,9.74,0.00%,0
1581,"LOCL","Local Bounti Corporation","Consumer Defensive","Farm Products","USA",255.97,,2.75,7.84%,195976
1582,"LOCO","El Pollo Loco Holdings, Inc.","Consumer Cyclical","Restaurants","USA",431.01,14.42,10.12,3.48%,303236
1583,"LOGC","LogicBio Therapeutics, Inc.","Healthcare","Biotechnology","USA",67.90,,2.06,0.00%,275899
1584,"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","Basic Materials","Building Materials","Argentina",1520.58,10.90,6.55,0.15%,120082
1585,"LOOP","Loop Industries, Inc.","Basic Materials","Specialty Chemicals","Canada",132.00,,2.60,-5.28%,521817
1586,"LOV","Spark Networks SE","Communication Services","Internet Content & Information","Germany",48.20,,1.68,-1.18%,39994
1587,"LOVE","The Lovesac Company","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",343.33,8.35,22.95,5.71%,280545
1588,"LPG","Dorian LPG Ltd.","Energy","Oil & Gas Midstream","USA",657.46,7.27,16.49,2.93%,498126
1589,"LPTH","LightPath Technologies, Inc.","Technology","Electronic Components","USA",30.60,,1.11,6.73%,12257
1590,"LPTV","Loop Media, Inc.","Communication Services","Broadcasting","USA",241.14,,4.41,0.23%,18038
1591,"LQDA","Liquidia Corporation","Healthcare","Biotechnology","USA",329.62,,4.93,3.79%,358292
1592,"LQDT","Liquidity Services, Inc.","Consumer Cyclical","Internet Retail","USA",632.07,9.41,17.73,1.26%,145150
1593,"LRFC","Logan Ridge Finance Corporation","Financial","Asset Management","USA",49.27,,18.25,0.33%,16823
1594,"LRMR","Larimar Therapeutics, Inc.","Healthcare","Biotechnology","USA",118.70,,2.99,2.05%,104534
1595,"LSAK","Lesaka Technologies, Inc.","Technology","Software - Infrastructure","South Africa",238.12,,4.09,4.60%,56234
1596,"LSBK","Lake Shore Bancorp, Inc.","Financial","Banks - Regional","USA",72.44,12.19,13.10,0.31%,1543
1597,"LSEA","Landsea Homes Corporation","Real Estate","Real Estate - Development","USA",206.38,3.03,5.13,5.56%,71446
1598,"LSF","Laird Superfood, Inc.","Consumer Defensive","Packaged Foods","USA",18.16,,1.98,26.92%,284900
1599,"LSTA","Lisata Therapeutics, Inc.","Healthcare","Biotechnology","USA",31.48,,4.00,0.50%,11351
1600,"LTBR","Lightbridge Corporation","Industrials","Electrical Equipment & Parts","USA",51.91,,4.61,0.22%,27552
1601,"LTC","LTC Properties, Inc.","Real Estate","REIT - Healthcare Facilities","USA",1559.70,16.65,38.76,1.44%,182762
1602,"LTRN","Lantern Pharma Inc.","Healthcare","Biotechnology","USA",50.59,,4.57,-0.44%,25788
1603,"LTRPB","Liberty TripAdvisor Holdings, Inc.","Communication Services","Internet Content & Information","USA",187.47,13.92,28.81,0.38%,6630
1604,"LTRX","Lantronix, Inc.","Technology","Communication Equipment","USA",173.69,,4.83,7.10%,404887
1605,"LUCD","Lucid Diagnostics Inc.","Healthcare","Medical Devices","USA",71.74,,1.86,4.49%,44863
1606,"LUCY","Innovative Eyewear, Inc.","Healthcare","Medical Instruments & Supplies","USA",14.14,,1.81,-0.55%,337771
1607,"LUMO","Lumos Pharma, Inc.","Healthcare","Biotechnology","USA",74.75,,8.92,-2.38%,11746
1608,"LUNA","Luna Innovations Incorporated","Technology","Scientific & Technical Instruments","USA",164.37,,5.13,2.40%,20491
1609,"LUNG","Pulmonx Corporation","Healthcare","Medical Devices","USA",518.24,,14.21,2.16%,138668
1610,"LUXAU","Lux Health Tech Acquisition Corp.","Financial","Shell Companies","USA",431.68,25.21,10.01,0.00%,121
1611,"LVLU","Lulu's Fashion Lounge Holdings, Inc.","Consumer Cyclical","Apparel Retail","USA",218.19,,5.87,4.45%,97745
1612,"LVOX","LiveVox Holdings, Inc.","Technology","Software - Infrastructure","USA",302.87,,3.25,1.56%,89034
1613,"LVRA","Levere Holdings Corp.","Financial","Shell Companies","Cayman Islands",337.40,26.39,9.95,0.20%,117
1614,"LVTX","LAVA Therapeutics N.V.","Healthcare","Biotechnology","Netherlands",157.67,,4.09,-3.99%,134540
1615,"LVWR","LiveWire Group, Inc.","Consumer Cyclical","Auto Manufacturers","USA",356.23,43.05,7.62,1.60%,29104
1616,"LWAY","Lifeway Foods, Inc.","Consumer Defensive","Packaged Foods","USA",85.89,67.62,5.54,0.99%,8613
1617,"LX","LexinFintech Holdings Ltd.","Financial","Credit Services","China",266.96,2.02,1.48,7.25%,371753
1618,"LXEH","Lixiang Education Holding Co., Ltd.","Consumer Defensive","Education & Training Services","China",36.58,,2.62,-9.66%,506
1619,"LXFR","Luxfer Holdings PLC","Industrials","Specialty Industrial Machinery","USA",428.71,16.78,16.19,1.57%,38236
1620,"LXU","LSB Industries, Inc.","Basic Materials","Chemicals","USA",1402.60,,16.42,1.92%,803881
1621,"LYRA","Lyra Therapeutics, Inc.","Healthcare","Biotechnology","USA",156.23,,4.93,4.01%,26452
1622,"LYT","Lytus Technologies Holdings PTV. Ltd.","Technology","Software - Application","India",40.54,27.32,1.09,2.14%,35851
1623,"LYTS","LSI Industries Inc.","Technology","Electronic Components","USA",197.18,13.47,7.22,1.69%,63550
1624,"LZB","La-Z-Boy Incorporated","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1034.72,6.59,24.76,4.08%,388962
1625,"MACA","Moringa Acquisition Corp","Financial","Shell Companies","USA",148.05,,9.97,-0.10%,10000
1626,"MACAU","Moringa Acquisition Corp","Financial","Shell Companies","USA",148.10,,9.98,0.00%,0
1627,"MACK","Merrimack Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",50.79,,3.83,7.29%,17707
1628,"MAIA","MAIA Biotechnology, Inc.","Healthcare","Biotechnology","USA",34.75,,3.23,-3.87%,28707
1629,"MARPS","Marine Petroleum Trust","Energy","Oil & Gas Equipment & Services","USA",18.84,16.83,10.13,5.41%,41546
1630,"MASS","908 Devices Inc.","Healthcare","Medical Devices","USA",530.88,,16.88,6.77%,199663
1631,"MATV","Mativ Holdings, Inc.","Basic Materials","Paper & Paper Products","USA",1265.03,9.65,23.81,1.49%,415570
1632,"MATW","Matthews International Corporation","Industrials","Conglomerates","USA",770.00,,26.04,0.77%,94866
1633,"MAV","Pioneer Municipal High Income Advantage Fund, Inc.","Financial","Closed-End Fund - Debt","USA",177.21,12.13,7.41,-0.67%,87017
1634,"MAX","MediaAlpha, Inc.","Communication Services","Internet Content & Information","USA",663.64,,11.12,1.92%,302169
1635,"MAXN","Maxeon Solar Technologies, Ltd.","Technology","Solar","Singapore",757.90,,16.94,14.85%,760750
1636,"MBI","MBIA Inc.","Financial","Insurance - Specialty","USA",586.37,,10.64,2.01%,263178
1637,"MBIN","Merchants Bancorp","Financial","Banks - Regional","USA",1041.15,4.78,24.40,1.92%,59402
1638,"MBOT","Microbot Medical Inc.","Healthcare","Medical Instruments & Supplies","USA",31.53,,4.17,-1.42%,27174
1639,"MBWM","Mercantile Bank Corporation","Financial","Banks - Regional","USA",519.50,10.34,33.28,0.12%,27637
1640,"MCAA","Mountain & Co. I Acquisition Corp.","Financial","Shell Companies","USA",295.26,,10.27,0.00%,1000
1641,"MCAC","Monterey Capital Acquisition Corporation","Financial","Shell Companies","USA",209.01,,9.92,0.00%,0
1642,"MCAF","Mountain Crest Acquisition Corp. IV","Financial","Shell Companies","USA",75.15,,9.94,0.40%,752
1643,"MCBC","Macatawa Bank Corporation","Financial","Banks - Regional","USA",337.73,13.06,9.91,-0.40%,50639
1644,"MCBS","MetroCity Bankshares, Inc.","Financial","Banks - Regional","USA",543.65,8.00,21.72,0.37%,40380
1645,"MCFT","MasterCraft Boat Holdings, Inc.","Consumer Cyclical","Recreational Vehicles","USA",387.32,6.90,21.59,3.01%,94354
1646,"MCG","Membership Collective Group Inc.","Consumer Cyclical","Lodging","USA",241.17,,4.08,0.49%,898802
1647,"MCHX","Marchex, Inc.","Communication Services","Advertising Agencies","USA",60.48,,1.59,4.61%,12296
